:START_ID,:END_ID,:TYPE
32988,3854,NEEDS
32988,3850,NEEDS
32988,3853,NEEDS
32988,3852,NEEDS
32988,3858,NEEDS
32988,3857,NEEDS
32988,3856,NEEDS
32988,3582,NEEDS
32988,3849,NEEDS
32988,3851,NEEDS
32988,3855,NEEDS
32988,3848,NEEDS
32988,3847,NEEDS
32988,3846,NEEDS
32988,3845,NEEDS
32988,3754,NEEDS
32988,3844,NEEDS
32988,3670,NEEDS
32988,3778,NEEDS
32988,3861,NEEDS
32988,3863,NEEDS
32988,3862,NEEDS
32988,3860,NEEDS
32988,3859,NEEDS
32989,3865,NEEDS
32989,3612,NEEDS
32989,3866,NEEDS
32989,3638,NEEDS
32989,3868,NEEDS
32989,3869,NEEDS
32989,3870,NEEDS
32989,3871,NEEDS
32989,3872,NEEDS
32989,3615,NEEDS
32989,3864,NEEDS
32989,3867,NEEDS
32990,3615,NEEDS
32990,3868,NEEDS
32990,3871,NEEDS
32990,3873,NEEDS
32991,3588,NEEDS
32991,3874,NEEDS
32991,3875,NEEDS
32991,3876,NEEDS
32991,3682,NEEDS
32991,3613,NEEDS
32991,3612,NEEDS
32991,3585,NEEDS
32991,3646,NEEDS
32991,3615,NEEDS
32992,3878,NEEDS
32992,3652,NEEDS
32992,3877,NEEDS
32992,3758,NEEDS
32992,3691,NEEDS
32992,3690,NEEDS
32992,3591,NEEDS
32992,3532,NEEDS
32992,3696,NEEDS
32992,3653,NEEDS
32993,3750,NEEDS
32993,3881,NEEDS
32993,3879,NEEDS
32993,3880,NEEDS
32994,3890,NEEDS
32994,3709,NEEDS
32994,3889,NEEDS
32994,3888,NEEDS
32994,3882,NEEDS
32994,3883,NEEDS
32994,3884,NEEDS
32994,3885,NEEDS
32994,3886,NEEDS
32994,3887,NEEDS
32995,3894,NEEDS
32995,3891,NEEDS
32995,3893,NEEDS
32995,3892,NEEDS
32996,3730,NEEDS
32996,3615,NEEDS
32997,3895,NEEDS
32997,3896,NEEDS
32997,3897,NEEDS
32997,3737,NEEDS
32998,3898,NEEDS
32998,3899,NEEDS
32998,3900,NEEDS
32999,3529,NEEDS
32999,3911,NEEDS
32999,3910,NEEDS
32999,3909,NEEDS
32999,3908,NEEDS
32999,3907,NEEDS
32999,3906,NEEDS
