:START_ID,:START_ID,:END_ID,:TYPE
702,702,2,HAS_FUTURE
705,705,2,HAS_FUTURE
707,707,2,HAS_FUTURE
709,709,2,HAS_FUTURE
711,711,2,HAS_FUTURE
714,714,2,HAS_FUTURE
715,715,2,HAS_FUTURE
716,716,2,HAS_FUTURE
725,725,2,HAS_FUTURE
726,726,2,HAS_FUTURE
727,727,2,HAS_FUTURE
733,733,2,HAS_FUTURE
734,734,2,HAS_FUTURE
735,735,2,HAS_FUTURE
746,746,2,HAS_FUTURE
749,749,2,HAS_FUTURE
750,750,2,HAS_FUTURE
751,751,2,HAS_FUTURE
753,753,2,HAS_FUTURE
754,754,2,HAS_FUTURE
757,757,2,HAS_FUTURE
758,758,2,HAS_FUTURE
759,759,2,HAS_FUTURE
760,760,2,HAS_FUTURE
763,763,2,HAS_FUTURE
764,764,2,HAS_FUTURE
765,765,2,HAS_FUTURE
768,768,2,HAS_FUTURE
770,770,2,HAS_FUTURE
771,771,2,HAS_FUTURE
772,772,2,HAS_FUTURE
773,773,2,HAS_FUTURE
775,775,2,HAS_FUTURE
776,776,2,HAS_FUTURE
781,781,2,HAS_FUTURE
782,782,2,HAS_FUTURE
794,794,2,HAS_FUTURE
805,805,2,HAS_FUTURE
807,807,2,HAS_FUTURE
809,809,2,HAS_FUTURE
819,819,2,HAS_FUTURE
825,825,2,HAS_FUTURE
827,827,2,HAS_FUTURE
835,835,2,HAS_FUTURE
836,836,2,HAS_FUTURE
838,838,2,HAS_FUTURE
839,839,2,HAS_FUTURE
840,840,2,HAS_FUTURE
