listing_skill_id,listing_skill_name,course_skill_names,course_skill_ids,all_skills_matched,all_skills_matched_str
6436,java architect j2ee jboss,[],[],['java architect j2ee jboss'],java architect j2ee jboss
6437,rfi,[],[],['rfi'],rfi
6438,poc,[],[],['poc'],poc
6439,presenations,[],[],['presenations'],presenations
6440,demo,[],[],['demo'],demo
6441,andriod,[],[],['andriod'],andriod
6442,proof of concept,['proof of concept'],[1291],['proof of concept'],proof of concept
6443,scripting automation,[],[],['scripting automation'],scripting automation
6444,desktop support analyst,[],[],['desktop support analyst'],desktop support analyst
6445,executive support,[],[],['executive support'],executive support
6446,avaya voip phone system,[],[],['avaya voip phone system'],avaya voip phone system
6447,video conferencing,['video conferencing'],[4506],['video conferencing'],video conferencing
6448,clearpass,[],[],['clearpass'],clearpass
6449,meraki,[],[],['meraki'],meraki
6450,byod,['byod'],[4078],['byod'],byod
6451,airwatch,[],[],['airwatch'],airwatch
6452,aerohive,[],[],['aerohive'],aerohive
6453,ipv4,[],[],['ipv4'],ipv4
6454,anti virus,[],[],['anti virus'],anti virus
6455,orders,[],[],['orders'],orders
6456,powerorders,[],[],['powerorders'],powerorders
6457,order sets,[],[],['order sets'],order sets
6458,ipoc,[],[],['ipoc'],ipoc
6459,troubleshoot,['troubleshooting'],[1993],"['troubleshoot', 'troubleshooting']",troubleshoot;troubleshooting
6460,snc,[],[],['snc'],snc
6461,apo,[],[],['apo'],apo
6462,advisory consulting,[],[],['advisory consulting'],advisory consulting
6463,solution architect,"['solution architect', 'solution architecture']","[16520, 16529]","['solution architecture', 'solution architect']",solution architecture;solution architect
6464,expressjs,"['express', 'express.js']","[350, 335]","['expressjs', 'express', 'express.js']",expressjs;express;express.js
6465,bpm development,[],[],['bpm development'],bpm development
6466,oracle soa,[],[],['oracle soa'],oracle soa
6467,oracle weblogic,[],[],['oracle weblogic'],oracle weblogic
6468,data sources,[],[],['data sources'],data sources
6469,data marts,[],[],['data marts'],data marts
6470,global data warehouse,[],[],['global data warehouse'],global data warehouse
6471,gantt,['gantt'],[13787],['gantt'],gantt
6472,get,[],[],['get'],get
6473,dev ops,[],[],['dev ops'],dev ops
6474,camel experience,[],[],['camel experience'],camel experience
6475,javascript/html db,[],[],['javascript/html db'],javascript/html db
6476,spring rest etc web services,[],[],['spring rest etc web services'],spring rest etc web services
6477,tomcat experience,[],[],['tomcat experience'],tomcat experience
6478,sql server/mysql) regards,[],[],['sql server/mysql) regards'],sql server/mysql) regards
6479,spring security,['spring security'],[2221],['spring security'],spring security
6480,esb,[],[],['esb'],esb
6481,bala sreenihorizon internationalbelmont,[],[],['bala sreenihorizon internationalbelmont'],bala sreenihorizon internationalbelmont
6482,enterprise web development,[],[],['enterprise web development'],enterprise web development
6483,server side code exp java,[],[],['server side code exp java'],server side code exp java
6484,or net,[],[],['or net'],or net
6485,smarts,[],[],['smarts'],smarts
6486,streambase,[],[],['streambase'],streambase
6487,onetick,[],[],['onetick'],onetick
6488,accelus,[],[],['accelus'],accelus
6489,global system implementation infrastructure senior,[],[],['global system implementation infrastructure senior'],global system implementation infrastructure senior
6490,millennium surveillance,[],[],['millennium surveillance'],millennium surveillance
6491,scila,[],[],['scila'],scila
6492,actimize,[],[],['actimize'],actimize
6493,metricstream,[],[],['metricstream'],metricstream
6494,middle office,[],[],['middle office'],middle office
6495,mantas,[],[],['mantas'],mantas
6496,sole project manager,[],[],['sole project manager'],sole project manager
6497,nasdaq smarts,[],[],['nasdaq smarts'],nasdaq smarts
6498,senior project manager,[],[],['senior project manager'],senior project manager
6499,apama,[],[],['apama'],apama
6500,arm9,[],[],['arm9'],arm9
6501,bank,[],[],['bank'],bank
6502,server engineering,[],[],['server engineering'],server engineering
6503,ms sql powershell,[],[],['ms sql powershell'],ms sql powershell
6504,psm i,[],[],['psm i'],psm i
6505,scrum master certification csm,[],[],['scrum master certification csm'],scrum master certification csm
6506,security firewalls,[],[],['security firewalls'],security firewalls
6507,gateways,[],[],['gateways'],gateways
6508,voip telephony infrastructure,[],[],['voip telephony infrastructure'],voip telephony infrastructure
6509,cisco switches,[],[],['cisco switches'],cisco switches
6510,trading,['trading'],[490],['trading'],trading
6511,equities,[],[],['equities'],equities
6512,core java development,[],[],['core java development'],core java development
6513,full life cycle,['full cycle'],[9246],"['full cycle', 'full life cycle']",full cycle;full life cycle
6514,debug,[],[],['debug'],debug
6515,project portfolio controlling ppc,[],[],['project portfolio controlling ppc'],project portfolio controlling ppc
6516,jeeva,[],[],['jeeva'],jeeva
6517,analytics & advertising,[],[],['analytics & advertising'],analytics & advertising
6518,spring batch,[],[],['spring batch'],spring batch
6519,spring xd,[],[],['spring xd'],spring xd
6520,vpns,[],[],['vpns'],vpns
6521,nexus series,[],[],['nexus series'],nexus series
6522,isr routers,[],[],['isr routers'],isr routers
6523,acls,[],[],['acls'],acls
6524,catalyst switches,[],[],['catalyst switches'],catalyst switches
6525,vpc,['vpc'],[4248],['vpc'],vpc
6526,level cloud architect,[],[],['level cloud architect'],level cloud architect
6527,ui hadoop,[],[],['ui hadoop'],ui hadoop
6528,net developers lead architects,[],[],['net developers lead architects'],net developers lead architects
6529,pega development,[],[],['pega development'],pega development
6530,pivotal,[],[],['pivotal'],pivotal
6531,connectwise,[],[],['connectwise'],connectwise
6532,xml formats and xml,[],[],['xml formats and xml'],xml formats and xml
6533,sdlcuft qtpobiee,[],[],['sdlcuft qtpobiee'],sdlcuft qtpobiee
6534,adobe suite,[],[],['adobe suite'],adobe suite
6535,designing professional presentations,[],[],['designing professional presentations'],designing professional presentations
6536,copy writing,['copywriting'],[2294],"['copy writing', 'copywriting']",copy writing;copywriting
6537,set top box,[],[],['set top box'],set top box
6538,c++ stb,[],[],['c++ stb'],c++ stb
6539,cable,[],[],['cable'],cable
6540,naval,[],[],['naval'],naval
6541,navy,[],[],['navy'],navy
6542,secret,[],[],['secret'],secret
6543,technical documentation,[],[],['technical documentation'],technical documentation
6544,api architecture,['architecture'],[748],"['architecture', 'api architecture']",architecture;api architecture
6545,infrastructure engineering,[],[],['infrastructure engineering'],infrastructure engineering
6546,flow diagrams,['flow diagrams'],[15269],['flow diagrams'],flow diagrams
6547,project initiatives,[],[],['project initiatives'],project initiatives
6548,c++ or c#,[],[],['c++ or c#'],c++ or c#
6549,net framwork,[],[],['net framwork'],net framwork
6550,ms technologies azure,[],[],['ms technologies azure'],ms technologies azure
6551,embedded design and systems,"['embedded systems', 'embedded system design']","[8279, 1711]","['embedded systems', 'embedded system design', 'embedded design and systems']",embedded systems;embedded system design;embedded design and systems
6552,presentations,['presentation'],[28],"['presentation', 'presentations']",presentation;presentations
6553,user experience ux lead,[],[],['user experience ux lead'],user experience ux lead
6554,interface design,['user interface design'],[3671],"['user interface design', 'interface design']",user interface design;interface design
6555,human computer interaction,['human computer interaction'],[1901],['human computer interaction'],human computer interaction
6556,graphic design,['graphic design'],[1057],['graphic design'],graphic design
6557,carrier ethernet,[],[],['carrier ethernet'],carrier ethernet
6558,backhaul,[],[],['backhaul'],backhaul
6559,loans,[],[],['loans'],loans
6560,network analyst,['network analysis'],[10188],"['network analysis', 'network analyst']",network analysis;network analyst
6561,citrix engineer,[],[],['citrix engineer'],citrix engineer
6562,center of excellence,[],[],['center of excellence'],center of excellence
6563,le,[],[],['le'],le
6564,wm,[],[],['wm'],wm
6565,core routing and switching design,[],[],['core routing and switching design'],core routing and switching design
6566,cisco network security,['network security'],[2895],"['network security', 'cisco network security']",network security;cisco network security
6567,dba olap,[],[],['dba olap'],dba olap
6568,mergers and acquistions,[],[],['mergers and acquistions'],mergers and acquistions
6569,veritas clustering,[],[],['veritas clustering'],veritas clustering
6570,sas graph,[],[],['sas graph'],sas graph
6571,macro facility,[],[],['macro facility'],macro facility
6572,sas fsp,[],[],['sas fsp'],sas fsp
6573,sas ods,[],[],['sas ods'],sas ods
6574,quality control,['quality control'],[7879],['quality control'],quality control
6575,sas scl,[],[],['sas scl'],sas scl
6576,epic systems,[],[],['epic systems'],epic systems
6577,sap boe,[],[],['sap boe'],sap boe
6578,clinical research,['clinical research'],[3857],['clinical research'],clinical research
6579,ehr,[],[],['ehr'],ehr
6580,persistent threat protection,[],[],['persistent threat protection'],persistent threat protection
6581,intrusion,['intrusion'],[4870],['intrusion'],intrusion
6582,selenium gut github,[],[],['selenium gut github'],selenium gut github
6583,eoy,[],[],['eoy'],eoy
6584,business acumen:,[],[],"['', 'business acumen']",;business acumen
6585,hadoopjob,[],[],['hadoopjob'],hadoopjob
6586,ebi,[],[],['ebi'],ebi
6587,ndw,[],[],['ndw'],ndw
6588,hadoopjob location,[],[],['hadoopjob location'],hadoopjob location
6589,sap skill set hcm,[],[],['sap skill set hcm'],sap skill set hcm
6590,success factors,['key success factors'],[10811],"['key success factors', 'success factors']",key success factors;success factors
6591,unix shell ant scripting,[],[],['unix shell ant scripting'],unix shell ant scripting
6592,fix protocol,[],[],['fix protocol'],fix protocol
6593,fidessa,[],[],['fidessa'],fidessa
6594,style sheets,['style sheets'],[8908],['style sheets'],style sheets
6595,openaccess,[],[],['openaccess'],openaccess
6596,jms and swing,[],[],['jms and swing'],jms and swing
6597,equities or fixed icome,[],[],['equities or fixed icome'],equities or fixed icome
6598,kdbq,[],[],['kdbq'],kdbq
6599,essential responsibilitiesfunctions research,[],[],['essential responsibilitiesfunctions research'],essential responsibilitiesfunctions research
6600,abilities handson,[],[],['abilities handson'],abilities handson
6601,new york university,[],[],['new york university'],new york university
6602,mvcdesign,[],[],['mvcdesign'],mvcdesign
6603,tdd testdriven,[],[],['tdd testdriven'],tdd testdriven
6604,coffeescript,[],[],['coffeescript'],coffeescript
6605,databrary databrary.org,[],[],['databrary databrary.org'],databrary databrary.org
6606,"skills, knowledge and abilities handson",[],[],"['skills, knowledge and abilities handson']","skills, knowledge and abilities handson"
6607,pdf resume pdfwe,[],[],['pdf resume pdfwe'],pdf resume pdfwe
6608,pdf resume,[],[],['pdf resume'],pdf resume
6609,pis,[],[],['pis'],pis
6610,css3 stylus,[],[],['css3 stylus'],css3 stylus
6611,datavyu.org,[],[],['datavyu.org'],datavyu.org
6612,developerposition summarythe databrary,[],[],['developerposition summarythe databrary'],developerposition summarythe databrary
6613,job title front end developerposition summarythe,[],[],['job title front end developerposition summarythe'],job title front end developerposition summarythe
6614,java enterprise architect,['enterprise architect'],[6354],"['enterprise architect', 'java enterprise architect']",enterprise architect;java enterprise architect
6615,market risk,['market risk'],[11301],['market risk'],market risk
6616,bloomberg,[],[],['bloomberg'],bloomberg
6617,csu,[],[],['csu'],csu
6618,cicso fiber optics otdr,[],[],['cicso fiber optics otdr'],cicso fiber optics otdr
6619,exfo,[],[],['exfo'],exfo
6620,system monitoring,['systems monitoring'],[15996],"['systems monitoring', 'system monitoring']",systems monitoring;system monitoring
6621,product sales,['product sales'],[3232],['product sales'],product sales
6622,network administrator searching,[],[],['network administrator\xa0searching'],network administrator searching
6623,cc network administrator - qualificationsa.s.,[],[],['cc\xa0network administrator - qualificationsa.s.'],cc network administrator - qualificationsa.s.
6624,cc network,[],[],['cc\xa0network'],cc network
6625,a network administrator,['network administrator'],[4563],"['a network administrator', 'network administrator']",a network administrator;network administrator
6626,fortinet certifications,[],[],['fortinet certifications'],fortinet certifications
6627,higher in network technology,[],[],['higher in network technology'],higher in network technology
6628,years experience network administration,[],[],['years experience network administration'],years experience network administration
6629,ucs voip,[],[],['ucs voip'],ucs voip
6630,vpn technologyrouting technology,[],[],['vpn technologyrouting technology'],vpn technologyrouting technology
6631,windows embedded compact/,[],[],['windows embedded compact/'],windows embedded compact/
6632,oo design,[],[],['oo design'],oo design
6633,management.- must,[],[],['management.- must'],management.- must
6634,skills.- client,[],[],['skills.- client'],skills.- client
6635,ajaxangular reactjs,[],[],['ajaxangular reactjs'],ajaxangular reactjs
6636,sql development,[],[],['sql development'],sql development
6637,sas macro,[],[],['sas macro'],sas macro
6638,sas 94 enterprise business intelligence,[],[],['sas 94 enterprise business intelligence'],sas 94 enterprise business intelligence
6639,data step,[],[],['data step'],data step
6640,sql programming,['sas programming'],[12123],"['sql programming', 'sas programming']",sql programming;sas programming
6641,sas 94,[],[],['sas 94'],sas 94
6642,enterprise guide,[],[],['enterprise guide'],enterprise guide
6643,rdbms and hdfs,[],[],['rdbms and hdfs'],rdbms and hdfs
6644,hadoop applications,[],[],['hadoop applications'],hadoop applications
6645,fastpaced,[],[],['fastpaced'],fastpaced
6646,tibco architect business event,[],[],['tibco architect business event'],tibco architect business event
6647,marklogic,[],[],['marklogic'],marklogic
6648,andsoa,[],[],['andsoa'],andsoa
6649,andlead,[],[],['andlead'],andlead
6650,andnosql,[],[],['andnosql'],andnosql
6651,slam tracking algorithms,[],[],['slam tracking algorithms'],slam tracking algorithms
6652,ar apps,[],[],['ar apps'],ar apps
6653,computer vision programming,['computer programming'],[210],"['computer programming', 'computer vision programming']",computer programming;computer vision programming
6654,selling,[],[],['selling'],selling
6655,targets,[],[],['targets'],targets
6656,logistics execution,[],[],['logistics execution'],logistics execution
6657,warehouse management,['warehouse management'],[13037],['warehouse management'],warehouse management
6658,4000 series,[],[],['4000 series'],4000 series
6659,asr 9000 series,[],[],['asr 9000 series'],asr 9000 series
6660,dsl netowrk,[],[],['dsl netowrk'],dsl netowrk
6661,ip based solutions,[],[],['ip based solutions'],ip based solutions
6662,adm,[],[],['adm'],adm
6663,selling it services,[],[],['selling it services'],selling it services
6664,it infrastructure services,['it infrastructure services'],[15589],['it infrastructure services'],it infrastructure services
6665,java web/mobile,[],[],['java web/mobile'],java web/mobile
6666,html/css,[],[],['html/css'],html/css
6667,soa/integration,[],[],['soa/integration'],soa/integration
6668,nj java developer,[],[],['nj java developer'],nj java developer
6669,acceptance test driven development,[],[],['acceptance test driven development'],acceptance test driven development
6670,spacewalk,[],[],['spacewalk'],spacewalk
6671,windows system center,[],[],['windows system center'],windows system center
6672,sciencelogic,[],[],['sciencelogic'],sciencelogic
6673,vmware technology,[],[],['vmware technology'],vmware technology
6674,salt,[],[],['salt'],salt
6675,linuxbased systems,[],[],['linuxbased systems'],linuxbased systems
6676,vcenter,[],[],['vcenter'],vcenter
6677,dam,['dam'],[258],['dam'],dam
6678,digital asset management  anddsc,[],[],['digital asset management  anddsc'],digital asset management  anddsc
6679,omnichannel,[],[],['omnichannel'],omnichannel
6680,order mgmt systems,[],[],['order mgmt systems'],order mgmt systems
6681,functional requirements,['nonfunctional requirement'],[4923],"['nonfunctional requirement', 'functional requirements']",nonfunctional requirement;functional requirements
6682,cuda and opencl,[],[],['cuda and opencl'],cuda and opencl
6683,opencv,['opencv'],[483],['opencv'],opencv
6684,c++ and ooad,[],[],['c++ and ooad'],c++ and ooad
6685,andnpm,[],[],['andnpm'],andnpm
6686,bower or,[],[],['bower or'],bower or
6687,solaris 10 11,[],[],['solaris 10 11'],solaris 10 11
6688,unix operating systems,"['operating systems', 'oss operating systems']","[1710, 8791]","['oss operating systems', 'operating systems', 'unix operating systems']",oss operating systems;operating systems;unix operating systems
6689,redhat 6 7,[],[],['redhat 6 7'],redhat 6 7
6690,24 years developement experience,[],[],['24 years developement experience'],24 years developement experience
6691,mean stack,[],[],['mean stack'],mean stack
6692,scrum agile,[],[],['scrum agile'],scrum agile
6693,bachelor degree or higher,[],[],['bachelor degree or higher'],bachelor degree or higher
6694,fix connectivity,[],[],['fix connectivity'],fix connectivity
6695,aix shell scripting,[],[],['aix shell scripting'],aix shell scripting
6696,powercenter,[],[],['powercenter'],powercenter
6697,powercenter 86 96x 10x,[],[],['powercenter 86 96x 10x'],powercenter 86 96x 10x
6698,intelligent,[],[],['intelligent'],intelligent
6699,hard working and computer savy,[],[],['hard working and computer savy'],hard working and computer savy
6700,aggressive,[],[],['aggressive'],aggressive
6701,lectora,[],[],['lectora'],lectora
6702,adobe flash,[],[],['adobe flash'],adobe flash
6703,articulate,"['articulate', 'tparticulate']","[10865, 14304]","['articulate', 'tparticulate']",articulate;tparticulate
6704,lectora or articulate,[],[],['lectora or articulate'],lectora or articulate
6705,numpy,['numpy'],[1783],['numpy'],numpy
6706,andairthmetic,[],[],['andairthmetic'],andairthmetic
6707,data mining or,['data mining'],[3914],"['data mining or', 'data mining']",data mining or;data mining
6708,andvisualization,[],[],['andvisualization'],andvisualization
6709,perl or python,[],[],['perl or python'],perl or python
6710,unixlike operating systems linux,[],[],['unixlike operating systems linux'],unixlike operating systems linux
6711,unit test automation,['test automation'],[76],"['test automation', 'unit test automation']",test automation;unit test automation
6712,soapui,[],[],['soapui'],soapui
6713,soap and rest,[],[],['soap and rest'],soap and rest
6714,ios and macos,[],[],['ios and macos'],ios and macos
6715,appium,[],[],['appium'],appium
6716,mobile automation,[],[],['mobile automation'],mobile automation
6717,sqlite,['sqlite'],[1001],['sqlite'],sqlite
6718,and blackberry os,[],[],['and blackberry os'],and blackberry os
6719,ios developer,[],[],['ios developer'],ios developer
6720,javascript and css,[],[],['javascript and css'],javascript and css
6721,ruby+rails,[],[],['ruby+rails'],ruby+rails
6722,external api integration,[],[],['external api integration'],external api integration
6723,sr. python,[],[],['sr. python'],sr. python
6724,vc,[],[],['vc'],vc
6725,fintech,['fintech'],[1232],['fintech'],fintech
6726,django/flask,[],[],['django/flask'],django/flask
6727,sql ci cd tool,[],[],['sql ci cd tool'],sql ci cd tool
6728,build infrastructure,[],[],['build infrastructure'],build infrastructure
6729,drive platform,[],[],['drive platform'],drive platform
6730,start up experience,[],[],['start up experience'],start up experience
6731,networking and security,[],[],['networking and security'],networking and security
6732,juniper networksanalysis,[],[],['juniper networksanalysis'],juniper networksanalysis
6733,f5 networks,[],[],['f5 networks'],f5 networks
6734,a production environmentexperience,[],[],['a production environmentexperience'],a production environmentexperience
6735,a production environmentexperience with wireless,[],[],['a production environmentexperience with wireless'],a production environmentexperience with wireless
6736,availabilityprovide,[],[],['availabilityprovide'],availabilityprovide
6737,palo alto networksexperience,[],[],['palo alto networksexperience'],palo alto networksexperience
6738,vandis,[],[],['vandis'],vandis
6739,palo alto),[],[],['palo alto)'],palo alto)
6740,a production environmentcisco,[],[],['a production environmentcisco'],a production environmentcisco
6741,cisco networksanalysis,[],[],['cisco networksanalysis'],cisco networksanalysis
6742,citrix netscaler,[],[],['citrix netscaler'],citrix netscaler
6743,check point,['check point'],[11120],['check point'],check point
6744,directx,[],[],['directx'],directx
6745,commercial graphics engine,[],[],['commercial graphics engine'],commercial graphics engine
6746,cuda or opencl cuda preferred,[],[],['cuda or opencl cuda preferred'],cuda or opencl cuda preferred
6747,graphics api  opengl,[],[],['graphics api  opengl'],graphics api  opengl
6748,hapi,[],[],['hapi'],hapi
6749,gokit,[],[],['gokit'],gokit
6750,agresso,[],[],['agresso'],agresso
6751,unit4 business world,[],[],['unit4 business world'],unit4 business world
6752,visual studio team foundation,[],[],['visual studio team foundation'],visual studio team foundation
6753,data models,['data model'],[2034],"['data models', 'data model']",data models;data model
6754,nuclear,[],[],['nuclear'],nuclear
6755,fire suppression,[],[],['fire suppression'],fire suppression
6756,tibco ems,[],[],['tibco ems'],tibco ems
6757,oracle and sybase,[],[],['oracle and sybase'],oracle and sybase
6758,bower,[],[],['bower'],bower
6759,sap financial modules,[],[],['sap financial modules'],sap financial modules
6760,mmsdfico,[],[],['mmsdfico'],mmsdfico
6761,pega systems,[],[],['pega systems'],pega systems
6762,pega systems certified business architect,[],[],['pega systems certified business architect'],pega systems certified business architect
6763,sql reporting,[],[],['sql reporting'],sql reporting
6764,win7,[],[],['win7'],win7
6765,desktop imaging and packaging,[],[],['desktop imaging and packaging'],desktop imaging and packaging
6766,networking routers,[],[],['networking routers'],networking routers
6767,audiovisual,[],[],['audiovisual'],audiovisual
6768,audio,[],[],['audio'],audio
6769,audio dsp,[],[],['audio dsp'],audio dsp
6770,audio streaming,[],[],['audio streaming'],audio streaming
6771,mdt  bladelogicantivirus softwaresccm,[],[],['mdt  bladelogicantivirus softwaresccm'],mdt  bladelogicantivirus softwaresccm
6772,vpn  rdpwireless,[],[],['vpn  rdpwireless'],vpn  rdpwireless
6773,routers and lan networks,[],[],['routers and lan networks'],routers and lan networks
6774,bcmremote support,[],[],['bcmremote support'],bcmremote support
6775,data structure,"['data structures', 'tree data structure', 'heap data structure']","[233, 7539, 9100]","['tree data structure', 'data structures', 'heap data structure', 'data structure']",tree data structure;data structures;heap data structure;data structure
6776,2 years frontend web development,['frontend web development'],[4028],"['frontend web development', '2 years frontend web development']",frontend web development;2 years frontend web development
6777,pentaho,[],[],['pentaho'],pentaho
6778,sharepoint administration,[],[],['sharepoint administration'],sharepoint administration
6779,sharepoint database,[],[],['sharepoint database'],sharepoint database
6780,root cause analysis,[],[],['root cause analysis'],root cause analysis
6781,iis and powershell,[],[],['iis and powershell'],iis and powershell
6782,sharepoint farm capacity,[],[],['sharepoint farm capacity'],sharepoint farm capacity
6783,duck creek,[],[],['duck creek'],duck creek
6784,shoretel,[],[],['shoretel'],shoretel
6785,bde platform,[],[],['bde platform'],bde platform
6786,clientside,[],[],['clientside'],clientside
6787,oob,[],[],['oob'],oob
6788,puppet artifactory jenkins terraform,[],[],['puppet artifactory jenkins terraform'],puppet artifactory jenkins terraform
6789,it sales,[],[],['it sales'],it sales
6790,agile coach,[],[],['agile coach'],agile coach
6791,it non it and technologies,[],[],['it non it and technologies'],it non it and technologies
6792,cwna,[],[],['cwna'],cwna
6793,cwsp,[],[],['cwsp'],cwsp
6794,code reviews,['code review'],[1692],"['code reviews', 'code review']",code reviews;code review
6795,route switch,[],[],['route switch'],route switch
6796,racf,[],[],['racf'],racf
6797,connecticut – qualitest groupjoin,[],[],['connecticut – qualitest groupjoin'],connecticut – qualitest groupjoin
6798,business development manager,['business development'],[3075],"['business development manager', 'business development']",business development manager;business development
6799,cios,[],[],['cios'],cios
6800,positioncompetitive,[],[],['positioncompetitive'],positioncompetitive
6801,quality and testing,[],[],['quality and testing'],quality and testing
6802,bdm,[],[],['bdm'],bdm
6803,qualitest group,[],[],['qualitest group'],qualitest group
6804,skills/traitscreative,[],[],['skills/traitscreative'],skills/traitscreative
6805,duties/responsibilitiesmust,[],[],['duties/responsibilitiesmust'],duties/responsibilitiesmust
6806,bridgewater,[],[],['bridgewater'],bridgewater
6807,prospector/hunter,[],[],['prospector/hunter'],prospector/hunter
6808,managers,[],[],['managers'],managers
6809,electronic and paper document productions,[],[],['electronic and paper document productions'],electronic and paper document productions
6810,and media creation ma,[],[],['and media creation ma'],and media creation ma
6811,relativity,[],[],['relativity'],relativity
6812,and for file conversions,[],[],['and for file conversions'],and for file conversions
6813,front end developer,[],[],['front end developer'],front end developer
6814,php laravel,[],[],['php laravel'],php laravel
6815,symphony framework,[],[],['symphony framework'],symphony framework
6816,otv,[],[],['otv'],otv
6817,ccie rs dc preferred nexus,[],[],['ccie rs dc preferred nexus'],ccie rs dc preferred nexus
6818,trusted advisor,[],[],['trusted advisor'],trusted advisor
6819,performance optimization,[],[],['performance optimization'],performance optimization
6820,leader,[],[],['leader'],leader
6821,vrf,[],[],['vrf'],vrf
6822,algorithmic trading,['algorithmic trading'],[2010],['algorithmic trading'],algorithmic trading
6823,kdb,[],[],['kdb'],kdb
6824,object oriented development,[],[],['object oriented development'],object oriented development
6825,equity,[],[],['equity'],equity
6826,ficc,[],[],['ficc'],ficc
6827,data modeling and performance tuning,[],[],['data modeling and performance tuning'],data modeling and performance tuning
6828,qlikview nprinting,[],[],['qlikview nprinting'],qlikview nprinting
6829,qlik sense mashup,[],[],['qlik sense mashup'],qlik sense mashup
6830,extension objects,[],[],['extension objects'],extension objects
6831,spa,['spa'],[4668],['spa'],spa
6832,network engineer cisco engineer,[],[],['network engineer cisco engineer'],network engineer cisco engineer
6833,access engines,[],[],['access engines'],access engines
6834,base,['base'],[12217],['base'],base
6835,business intelligence platform,['business intelligence'],[2858],"['business intelligence', 'business intelligence platform']",business intelligence;business intelligence platform
6836,msp,['msp'],[7138],['msp'],msp
6837,instructional designer trainer,['instructional design'],[1948],"['instructional design', 'instructional designer trainer']",instructional design;instructional designer trainer
6838,dimensional data modeling,[],[],['dimensional data modeling'],dimensional data modeling
6839,structured query language sql skills,"['structured query language sql', 'structured query language']","[13840, 7015]","['structured query language sql', 'structured query language', 'structured query language sql skills']",structured query language sql;structured query language;structured query language sql skills
6840,data integration developer,[],[],['data integration developer'],data integration developer
6841,22,[],[],['22'],22
6842,interface analyst,[],[],['interface analyst'],interface analyst
6843,234,[],[],['234'],234
6844,data integration analyst,[],[],['data integration analyst'],data integration analyst
6845,interface developer,[],[],['interface developer'],interface developer
6846,openlink 21,[],[],['openlink 21'],openlink 21
6847,236,[],[],['236'],236
6848,239,[],[],['239'],239
6849,cloverleaf 53,[],[],['cloverleaf 53'],cloverleaf 53
6850,541 58 61,[],[],['541 58 61'],541 58 61
6851,238,[],[],['238'],238
6852,elink,[],[],['elink'],elink
6853,clinical systems analyst,[],[],['clinical systems analyst'],clinical systems analyst
6854,database development,[],[],['database development'],database development
6855,db development,"['web development', 'drug development']","[1595, 196]","['drug development', 'web development', 'db development']",drug development;web development;db development
6856,wed based services,[],[],['wed based services'],wed based services
6857,unix required,[],[],['unix required'],unix required
6858,linux required,[],[],['linux required'],linux required
6859,resiliency,[],[],['resiliency'],resiliency
6860,network system monitoringsoftware development lifecycle,[],[],['network system monitoringsoftware development lifecycle'],network system monitoringsoftware development lifecycle
6861,spring and hibernate,[],[],['spring and hibernate'],spring and hibernate
6862,software tester,[],[],['software tester'],software tester
6863,campaign flow,[],[],['campaign flow'],campaign flow
6864,salesforce crm and marketing cloud,[],[],['salesforce crm and marketing cloud'],salesforce crm and marketing cloud
6865,and a b testing,[],[],['and a b testing'],and a b testing
6866,sales and information systems,[],[],['sales and information systems'],sales and information systems
6867,email journey,[],[],['email journey'],email journey
6868,and jquery,[],[],['and jquery'],and jquery
6869,source control management svn,[],[],['source control management svn'],source control management svn
6870,antivirus malware,[],[],['antivirus malware'],antivirus malware
6871,secuirty engineer,[],[],['secuirty engineer'],secuirty engineer
6872,macafee,[],[],['macafee'],macafee
6873,prevention vulnerability,[],[],['prevention vulnerability'],prevention vulnerability
6874,cissp cism,[],[],['cissp cism'],cissp cism
6875,pen test,[],[],['pen test'],pen test
6876,bachelor of science,[],[],['bachelor of science'],bachelor of science
6877,oracle directory,[],[],['oracle directory'],oracle directory
6878,customers.-good,[],[],['customers.-good'],customers.-good
6879,with bachelor degree,[],[],['with bachelor degree'],with bachelor degree
6880,sdk android studio,['android studio'],[1149],"['sdk android studio', 'android studio']",sdk android studio;android studio
6881,wcf services,[],[],['wcf services'],wcf services
6882,veritas,[],[],['veritas'],veritas
6883,rpm yum,[],[],['rpm yum'],rpm yum
6884,bash scripting,[],[],['bash scripting'],bash scripting
6885,redhat cluster,[],[],['redhat cluster'],redhat cluster
6886,san environment,['un environment'],[6900],"['san environment', 'un environment']",san environment;un environment
6887,asm,[],[],['asm'],asm
6888,microsoft sql oracle,[],[],['microsoft sql oracle'],microsoft sql oracle
6889,filesystem,"['filesystem', 'file system']","[15997, 1713]","['filesystem', 'file system']",filesystem;file system
6890,gerber yunique,[],[],['gerber yunique'],gerber yunique
6891,plm systems,[],[],['plm systems'],plm systems
6892,frd,[],[],['frd'],frd
6893,ocp,[],[],['ocp'],ocp
6894,ability to obtain secret clearance,[],[],['ability to obtain secret clearance'],ability to obtain secret clearance
6895,oracle database server,[],[],['oracle database server'],oracle database server
6896,senior dba,[],[],['senior dba'],senior dba
6897,ariba p2p,[],[],['ariba p2p'],ariba p2p
6898,flexnet,[],[],['flexnet'],flexnet
6899,dreamweaver,[],[],['dreamweaver'],dreamweaver
6900,web ui toolkits,[],[],['web ui toolkits'],web ui toolkits
