course_id,course_skill_id
1971,43
1978,43
1983,43
1988,43
1991,43
1997,43
2000,43
2021,43
2030,43
2031,43
2038,43
2046,43
2066,43
2095,43
2096,43
2101,43
2116,43
2117,43
2140,43
2149,43
2180,43
2192,43
2193,43
2198,43
2202,43
2213,43
2216,43
2220,43
2237,43
2245,43
2255,43
2259,43
2269,43
2271,43
2278,43
2279,43
2294,43
2298,43
2300,43
2304,43
2322,43
2338,43
2341,43
2348,43
2355,43
2366,43
2367,43
2370,43
2391,43
2395,43
2398,43
2402,43
2449,43
2450,43
2464,43
2474,43
2499,43
2503,43
2546,43
2553,43
2564,43
2593,43
2620,43
2622,43
2623,43
2629,43
2632,43
2637,43
2653,43
2659,43
2668,43
2697,43
2710,43
2714,43
2725,43
2745,43
2767,43
2768,43
2769,43
2775,43
2776,43
2786,43
2790,43
2802,43
2836,43
2860,43
2876,43
2879,43
2916,43
2926,43
2944,43
2947,43
2954,43
2963,43
2969,43
2981,43
2984,43
2986,43
2987,43
3012,43
3016,43
3021,43
3034,43
3035,43
3038,43
3058,43
3062,43
3081,43
3090,43
3112,43
3116,43
3137,43
3155,43
3165,43
3170,43
3179,43
3185,43
3220,43
3223,43
3239,43
3245,43
3248,43
3254,43
3269,43
3270,43
3280,43
3281,43
3306,43
3311,43
3316,43
3328,43
3346,43
3359,43
3365,43
3367,43
3377,43
3381,43
3387,43
3390,43
3399,43
3414,43
3416,43
3437,43
3444,43
3463,43
3506,43
3,44
13,44
41,44
73,44
74,44
95,44
107,44
109,44
119,44
126,44
127,44
133,44
135,44
148,44
174,44
184,44
186,44
188,44
198,44
216,44
219,44
220,44
226,44
227,44
239,44
254,44
263,44
272,44
296,44
349,44
350,44
361,44
372,44
376,44
397,44
405,44
407,44
408,44
414,44
458,44
461,44
484,44
513,44
529,44
536,44
541,44
554,44
560,44
565,44
572,44
607,44
615,44
619,44
628,44
638,44
646,44
659,44
661,44
687,44
689,44
694,44
701,44
719,44
747,44
754,44
760,44
781,44
797,44
800,44
819,44
836,44
843,44
846,44
854,44
862,44
865,44
919,44
951,44
955,44
